"Concordance between the North American Industry Classification System (NAICS) Canada 2017 Version 3.0 and the International Standard Industrial Classification (ISIC), Rev. 4",,,,
NAICS Canada 2017 Version 3.0 Code,NAICS Canada 2017 Version 3.0 Title,ISIC Rev. 4 Code,ISIC Rev. 4 Title,Explanatory Notes
333310,Commercial and service industry machinery manufacturing,C2670*,Manufacture of optical instruments and photographic equipment,"Optical comparators, light meters, manufacturing"
333310,Commercial and service industry machinery manufacturing,C2790*,Manufacture of other electrical equipment,"Teaching machines (except flight simulators), manufacturing"
333310,Commercial and service industry machinery manufacturing,C2817*,Manufacture of office machinery and equipment (except computers and peripheral equipment),"Store and office machines (except computers), manufacturing"
333310,Commercial and service industry machinery manufacturing,C2819*,Manufacture of other general-purpose machinery,"Duct cleaning equipment; commercial hair dryers; air conditioner servicing equipment; vending machines, manufacturing"
333310,Commercial and service industry machinery manufacturing,C2822*,Manufacture of metal-forming machinery and machine tools,"Floor sanding machines, manufacturing"
333310,Commercial and service industry machinery manufacturing,C2825*,"Manufacture of machinery for food, beverage and tobacco processing","Commercial-type cooking equipment, manufacturing"
333310,Commercial and service industry machinery manufacturing,C2826*,"Manufacture of machinery for textile, apparel and leather production","Dry cleaning and laundry equipment (except household), manufacturing"
333310,Commercial and service industry machinery manufacturing,C2829*,Manufacture of other special-purpose machinery,"Motor vehicle alignment equipment, car washing equipment, carnival and amusement park rides, manufacturing"
333310,Commercial and service industry machinery manufacturing,C3030*,Manufacture of air and spacecraft and related machinery,"Flight simulators, manufacturing"
333310,Commercial and service industry machinery manufacturing,C3290*,Other manufacturing n.e.c.,"Mechanical carpet sweepers, manufacturing"
333413,Industrial and commercial fan and blower and air purification equipment manufacturing,C2819*,Manufacture of other general-purpose machinery,"Industrial and commercial fan and blower and air purification equipment, manufacturing"
333416,Heating equipment and commercial refrigeration equipment manufacturing,C2512*,"Manufacture of tanks, reservoirs and containers of metal","Heating boilers and radiators, manufacturing"
333416,Heating equipment and commercial refrigeration equipment manufacturing,C2813*,"Manufacture of other pumps, compressors, taps and valves","Air-conditioning compressors, manufacturing"
333416,Heating equipment and commercial refrigeration equipment manufacturing,C2815*,"Manufacture of ovens, furnaces and furnace burners","Warm air furnaces, electric comfort heating equipment and heating oil burners, manufacturing"
333416,Heating equipment and commercial refrigeration equipment manufacturing,C2819*,Manufacture of other general-purpose machinery,"Refrigeration and heating equipment (except automotive-type air conditioning equipment), manufacturing"
333511,Industrial mould manufacturing,C2593*,"Manufacture of cutlery, hand tools and general hardware","Industrial moulds (except ingots), manufacturing"
333519,Other metalworking machinery manufacturing,C2593*,"Manufacture of cutlery, hand tools and general hardware","Metalworking machine-tool cutting accessories, cutting dies, wire-drawing dies, manufacturing"
333519,Other metalworking machinery manufacturing,C2822*,Manufacture of metal-forming machinery and machine tools,"Metal-working machine tools; metal-forming machine tools and accessories (except cutting heads), manufacturing"
333519,Other metalworking machinery manufacturing,C2823*,Manufacture of machinery for metallurgy,"Die casting machines and rolling mill machinery, manufacturing"
333611,Turbine and turbine generator set unit manufacturing,C2811*,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Turbine and turbine generator set unit (except aircraft and motor vehicle), manufacturing"
333619,Other engine and power transmission equipment manufacturing,C2790*,Manufacture of other electrical equipment,"Electric outboard motors, manufacturing"
333619,Other engine and power transmission equipment manufacturing,C2811*,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Stationary, locomotive and marine engines and engine parts; diesel engine governors, manufacturing"
333619,Other engine and power transmission equipment manufacturing,C2814*,"Manufacture of bearings, gears, gearing and driving elements","Gears, speed changers, drives and other power transmission equipment, manufacturing"
333619,Other engine and power transmission equipment manufacturing,C2910*,Manufacture of motor vehicles,"Automotive diesel engines, manufacturing"
333619,Other engine and power transmission equipment manufacturing,C3091*,Manufacture of motorcycles,"Motorcycle engines, manufacturing"
333910,Pump and compressor manufacturing,C2813*,"Manufacture of other pumps, compressors, taps and valves","Pumps (except motor vehicle, aircraft and laboratory vacuum), pumping equipment, air and gas compressors and measuring and dispensing pumps, manufacturing"
333910,Pump and compressor manufacturing,C2819*,Manufacture of other general-purpose machinery,"Spraying and dusting equipment (except agricultural type), manufacturing"
333920,Material handling equipment manufacturing,C2816*,Manufacture of lifting and handling equipment,"Overhead traveling cranes, hoists and monorail systems; elevators and conveying equipment (except mine), manufacturing"
333920,Material handling equipment manufacturing,C2824*,"Manufacture of machinery for mining, quarrying and construction","Mine conveyors, manufacturing"
333920,Material handling equipment manufacturing,C3020*,Manufacture of railway locomotives and rolling stock,"Locomotive cranes, manufacturing"
333920,Material handling equipment manufacturing,C3099*,Manufacture of other transport equipment n.e.c.,"Non-powered material handling equipment, manufacturing"
333990,All other general-purpose machinery manufacturing,C2599*,Manufacture of other fabricated metal products n.e.c.,"Welding electrodes, welding wire and rod, industrial bellows, manufacturing"
333990,All other general-purpose machinery manufacturing,C2651*,"Manufacture of measuring, testing, navigating and control equipment","Laboratory scales and balances, incubators, and miscellaneous measuring devices for laboratories, manufacturing"
333990,All other general-purpose machinery manufacturing,C2710*,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus","Arc welding transformers, manufacturing"
333990,All other general-purpose machinery manufacturing,C2790*,Manufacture of other electrical equipment,"Welding, soldering, and brazing equipment, electrical, manufacturing"
333990,All other general-purpose machinery manufacturing,C2812*,Manufacture of fluid power equipment,"Hydrostatic transmissions, fluid power motors, pumps, hydraulic cylinders, actuators, manufacturing"
333990,All other general-purpose machinery manufacturing,C2815*,"Manufacture of ovens, furnaces and furnace burners","Industrial furnaces and ovens and cremating ovens, manufacturing"
333990,All other general-purpose machinery manufacturing,C2816*,Manufacture of lifting and handling equipment,"Hydraulic or pneumatic jacks, and bridge and gate machinery, manufacturing"
333990,All other general-purpose machinery manufacturing,C2818*,Manufacture of power-driven hand tools,"Hand-held power-driven machines (e.g., buffers, chain saws, drills), manufacturing"
333990,All other general-purpose machinery manufacturing,C2819*,Manufacture of other general-purpose machinery,"General industrial machinery, n.e.c. (e.g., baling and food packaging machinery, centrifuges, hydrogen generators, scales (except laboratory), fire sprinkler systems), manufacturing"
333990,All other general-purpose machinery manufacturing,C2829*,Manufacture of other special-purpose machinery,"Balancing equipment (except wheel), manufacturing; aircraft carrier catapults (aircraft launching gear), manufacturing"
333990,All other general-purpose machinery manufacturing,C3250*,Manufacture of medical and dental instruments and supplies,"Laboratory centrifuges, manufacturing"
334110,Computer and peripheral equipment manufacturing,C2620,Manufacture of computers and peripheral equipment,
334110,Computer and peripheral equipment manufacturing,C2670*,Manufacture of optical instruments and photographic equipment,"Digital cameras, manufacturing"
334210,Telephone apparatus manufacturing,C2630*,Manufacture of communication equipment,"Telephone apparatus, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,C2630*,Manufacture of communication equipment,"Except GPS and communication satellites, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,C2651*,"Manufacture of measuring, testing, navigating and control equipment","Global positioning systems (GPS) equipment, manufacturing"
334220,Radio and television broadcasting and wireless communications equipment manufacturing,C3030*,Manufacture of air and spacecraft and related machinery,"Communications satellites, manufacturing"
334290,Other communications equipment manufacturing,C2630*,Manufacture of communication equipment,"Alarm system central monitoring equipment, burglar alarm systems, fire detection alarm systems; radio and infrared remote control devices (e.g., garage door, television), manufacturing"
334290,Other communications equipment manufacturing,C2651*,"Manufacture of measuring, testing, navigating and control equipment","Motion detectors; motion detecting systems (e.g., burglar, swimming pool motion alarms, and similar), manufacturing"
334290,Other communications equipment manufacturing,C2790*,Manufacture of other electrical equipment,"Street light controlling equipment, alarm systems, and traffic signalling equipment, manufacturing"
334290,Other communications equipment manufacturing,C3020*,Manufacture of railway locomotives and rolling stock,"Manufacture of mechanical and electromechanical signalling, safety and traffic control equipment for railways, tramways, inland waterways, roads, parking facilities, airfields etc"
